id,name,ppOld,ppNew,ppDiff,minuteUpdated
15869695,LpescecurvoT,7476.86,7271.68,343,28167560
33756821,Kazusa_ToumA-,7037.57,7271.58,518,28167564
12213231,YellowMaster,7613.22,7271.38,150,28167559
28549596,-Makiba-,7678.8,7270.63,-324,28167558
17869206,ALDETony12345,7576.35,7270.59,-107,28167559
3815693,Djmon,7564.76,7269.91,280,28167559
16240386,Spungy,7680.89,7268.69,-278,28167558
13891445,ParkLZ,7581.73,7268.58,313,28167559
16998777,miruki_senpai,7593.97,7267.95,-276,28167559
8030410,RyuKishaE,7419.25,7267.76,586,28167560
11607723,epicn9,7498.2,7267.72,54,28167560
11852078,[SA] z1nnia,7636.28,7267.67,373,28167559
15785571,l-_-l,7810.24,7267.54,-175,28167558
11826722,wh2,7061.93,7267.26,1509,28167563
12618010,_minmin,7521.11,7267.06,616,28167560
16728298,Jotgotten,7635.97,7267.02,-59,28167559
26371501,BluChocy,7559.91,7266.25,-247,28167559
24922796,Fozitou,7799.29,7265.96,-136,28167558
10770104,linyx666,7712,7265.96,174,28167558
23901576,Esportacus1987,7569.07,7265.78,268,28167559
9867335,Cha0tical,7673.23,7265.70,258,28167558
16355675,Valnora,7543.86,7265.68,100,28167559
23929228,TianRS,7471.41,7265.47,613,28167560
9739663,Aphyro,7673.7,7265.31,313,28167558
10813897,Naivist,7597.04,7265.17,207,28167559
24392048,GaePa,7461.31,7264.53,522,28167560
13829586,osujman,7635.9,7264.42,-191,28167559
8513551,Envy you,7686.76,7264.26,72,28167558
3655301,Degojix,7616.87,7264.11,286,28167559
1761259,seyren95,7378.64,7264.00,1040,28167561
8508737,hiyokoBlythE,7136.86,7263.48,948,28167563
19882171,ZyinTosu,7489.15,7262.76,372,28167560
4588299,Sprilx,7736.01,7262.67,197,28167558
18029796,JIHAKO,7703.22,7262.62,57,28167558
21421765,BuffStopp,7478.53,7262.42,809,28167560
30081555,Nguyenxd,7627.7,7262.11,-430,28167559
12632087,flare_c,7607.74,7261.91,352,28167559
12852407,kasam53,7353.77,7261.81,397,28167561
33082386,choiyeseoung,7286.24,7261.78,223,28167561
15008945,Dx-sfg,7768.79,7261.47,217,28167558
25691279,dogui1931,7560.94,7261.25,196,28167559
14800412,[ Runshoe ],7699.7,7261.12,-51,28167558
9048584,patchara6271,7485.15,7260.94,436,28167560
17114540,jackybeans2789,7655.61,7259.91,-319,28167559
18242164,_Raindrop,7441.15,7259.60,616,28167560
30749457,Cinderella,6935.9,7259.18,963,28167565
9967615,i2ebiirthz,7335.36,7259.06,1539,28167561
13909889,capacitd,7618.91,7258.97,494,28167559
26915847,CosteEDI193,7573.56,7258.60,-51,28167559
17533485,Ottowa,7812,7257.13,-400,28167557
3756437,[FL]asH,7483.22,7257.02,1774,28167560
21334051,blockchaos,7667.94,7256.65,-274,28167558
14022649,bob_cheez,7322.65,7255.40,989,28167561
20696122,-Megumiii,7784.43,7254.92,-181,28167558
26527955,Bombi12,7586.38,7254.71,77,28167559
31230350,Asphyx1ated,7524.11,7254.35,-101,28167560
18938027,pricster,7664.42,7254.11,-128,28167558
21041676,nahlclea,7447.3,7254.06,477,28167560
7810564,Doctor Key,7732.37,7252.73,3,28167558
6725444,Amilea,7770.77,7252.57,-208,28167558
23834272,V_iXen,7784.42,7252.00,-18,28167558
15494100,NHyper,7606.9,7251.93,-298,28167559
16381747,kdeen,7725.32,7251.75,-196,28167558
21897481,slslooo,7581.24,7251.69,42,28167559
25290013,Duck gaming,7610.41,7251.51,-206,28167559
7802517,Yana Feiya,7610.41,7251.12,493,28167559
10044211,_Creep_,7700.67,7250.77,-170,28167558
10373568,Lawrence Angelo,7608.99,7250.59,319,28167559
14236912,Evaluation,7590.04,7249.73,-11,28167559
22316857,Sphadelol,7613.59,7249.65,-74,28167559
1002726,Morbon,7493.8,7249.12,404,28167560
13959935,execut,7572.88,7247.54,89,28167559
22840952,Bruhimboredman,7474.58,7247.27,564,28167560
18065607,Lolliboy,7643.81,7247.14,26,28167559
7152038,nnaryuji,7268.28,7246.98,1040,28167562
8624433,ZayyKen,7654.4,7246.65,441,28167559
13806300,Luminalx,7396.16,7246.63,105,28167561
19785023,asdasd123123_22,7530.62,7246.14,-64,28167560
13083276,Airenowo,7647.23,7245.58,-316,28167559
9461160,Roasted Chicken,7746.14,7245.48,-86,28167558
20527329,[SN] Luzzxsa,7556.34,7245.41,132,28167559
7475496,youre beautiful,7518.25,7245.41,1114,28167560
8072283,XWY0333,7528.7,7245.22,181,28167560
17489822,Rxlty,7650.1,7244.44,103,28167559
15492763,SoTA,7852.67,7244.40,-111,28167557
22701689,Vexzays,7709.12,7243.99,-264,28167558
9789999,11mikazuki,7672.64,7243.98,-51,28167558
10293381,FL_Maniac,7700.6,7243.04,167,28167558
20198280,Clara-,7600,7241.57,-511,28167559
15987096,powergom,7668.78,7241.42,134,28167558
23219350,El_tomatodo,7600.85,7241.23,81,28167559
18836438,anasna,7585.53,7241.23,-37,28167559
18233473,PabloskySJS,7543.28,7241.06,14,28167559
23909612,FOX_ALPHA321,7566.92,7240.22,239,28167559
28587021,taodellga123,7559.93,7240.21,-126,28167559
266250,Rraiser,7422.47,7240.16,905,28167560
10647542,caster1,7568.35,7239.49,3,28167559
17161403,AlexFE4R,7657.11,7239.09,-224,28167559
27583184,[GB]r3uz,7536.73,7238.82,-210,28167559
5349855,7co,7805.66,7238.73,-233,28167558
13474684,pikachu0310,7745.63,7238.50,-413,28167558
13013520,Daritory,7671.37,7237.29,292,28167558
7591738,Era007,7514.98,7237.07,1085,28167560
22669916,Tukoshi_,7523.78,7236.89,-220,28167560
29473295,Zabrilpan,7544.31,7236.83,-7,28167559
22185237,AndielTW,7603.88,7236.71,49,28167559
